Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,bool_Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,bool_Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type_Private,School_Type_Public,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,numeric_Parental_Education_Level,Distance_from_Home,numeric_Distance_from_Home,Gender,Exam_Score,numeric_Parental_Involvement,numeric_Access_to_Resources,numeric_Motivation_Level,numeric_Family_Income,numeric_Teacher_Quality,numeric_Peer_Influence,numeric_Learning_Disabilities
19,91,High,Low,No,False,6,59,Medium,Yes,True,5,Medium,High,False,True,Neutral,4,No,College,1,Moderate,1,Male,70,2,0,1,1,2,0,False
15,93,High,Medium,No,False,6,64,Medium,Yes,True,2,Medium,High,False,True,Positive,4,No,Postgraduate,2,Near,0,Male,71,2,1,1,1,2,1,False
15,67,Medium,Medium,Yes,True,7,86,High,Yes,True,1,High,Medium,True,False,Positive,3,No,Postgraduate,2,Near,0,Male,66,1,1,2,2,1,1,False
15,96,Medium,Medium,No,False,7,54,High,No,False,3,Medium,High,False,True,Negative,2,No,High School,0,Near,0,Male,67,1,1,2,1,2,-1,False
20,86,High,Low,No,False,8,60,Medium,Yes,True,1,Medium,Medium,False,True,Neutral,4,Yes,College,1,Far,2,Female,66,2,0,1,1,1,0,True
22,95,Medium,High,No,False,9,88,Low,Yes,True,0,Low,High,False,True,Positive,2,No,Postgraduate,2,Near,0,Male,72,1,2,0,0,2,1,False
22,79,Medium,Medium,No,False,9,94,Medium,Yes,True,1,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,68,1,1,1,1,1,1,False
25,82,Medium,Medium,No,False,6,86,Medium,No,False,3,Low,High,False,True,Positive,3,No,High School,0,Near,0,Female,69,1,1,1,0,2,1,False
20,97,Medium,Medium,Yes,True,7,76,Low,Yes,True,2,Low,Low,True,False,Positive,3,No,Postgraduate,2,Near,0,Male,71,1,1,0,0,0,1,False
29,96,Medium,Medium,Yes,True,9,55,Low,No,False,0,Medium,Medium,False,True,Neutral,2,No,Postgraduate,2,Far,2,Female,70,1,1,0,1,1,0,False
18,78,Medium,Medium,No,False,9,91,High,Yes,True,2,High,Low,False,True,Neutral,4,No,College,1,Far,2,Female,67,1,1,2,2,0,0,False
36,71,Medium,Medium,Yes,True,6,56,Medium,Yes,True,2,High,Medium,False,True,Positive,2,No,High School,0,Far,2,Male,69,1,1,1,2,1,1,False
24,76,Low,High,No,False,8,69,Low,Yes,True,2,Medium,Medium,False,True,Neutral,1,No,High School,0,Moderate,1,Male,65,0,2,0,1,1,0,False
15,76,High,High,No,False,8,53,Medium,Yes,True,1,Low,Medium,False,True,Neutral,4,No,College,1,Near,0,Male,65,2,2,1,0,1,0,False
14,71,Medium,Medium,Yes,True,8,85,Low,Yes,True,2,Medium,High,False,True,Neutral,4,No,High School,0,Near,0,Male,64,1,1,0,1,2,0,False
23,71,Low,Low,Yes,True,9,75,Low,Yes,True,1,Low,Medium,False,True,Negative,2,No,College,1,Near,0,Male,63,0,0,0,0,1,-1,False
19,94,Low,Medium,Yes,True,5,95,Medium,Yes,True,3,Low,Low,False,True,Positive,2,No,High School,0,Moderate,1,Male,69,0,1,1,0,0,1,False
24,63,Medium,Low,Yes,True,6,57,Medium,Yes,True,1,Low,High,True,False,Neutral,5,No,College,1,Near,0,Female,64,1,0,1,0,2,0,False
23,87,High,High,Yes,True,8,91,High,Yes,True,0,High,Medium,True,False,Positive,3,No,High School,0,Moderate,1,Male,72,2,2,2,2,1,1,False
20,67,Low,Medium,Yes,True,7,76,Medium,Yes,True,0,Medium,Medium,False,True,Neutral,4,No,High School,0,Near,0,Male,63,0,1,1,1,1,0,False
15,74,Low,High,Yes,True,4,68,Low,Yes,True,3,Low,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,64,0,2,0,0,1,1,False
11,62,Medium,High,Yes,True,5,82,Medium,Yes,True,3,High,Medium,True,False,Neutral,4,No,College,1,Moderate,1,Male,64,1,2,1,2,1,0,False
17,71,Medium,Medium,Yes,True,8,90,Medium,Yes,True,5,Medium,Medium,False,True,Positive,1,No,Postgraduate,2,Far,2,Male,67,1,1,1,1,1,1,False
25,91,Medium,Medium,No,False,8,72,Low,Yes,True,2,Medium,High,False,True,Positive,0,No,Postgraduate,2,Near,0,Male,71,1,1,0,1,2,1,False
21,95,Medium,Medium,No,False,5,62,High,Yes,True,1,Medium,Low,False,True,Positive,4,No,High School,0,Near,0,Male,70,1,1,2,1,0,1,False
13,69,Medium,Low,Yes,True,9,96,Low,Yes,True,0,High,Medium,True,False,Neutral,4,No,High School,0,Far,2,Female,61,1,0,0,2,1,0,False
21,79,Medium,High,Yes,True,7,66,Low,Yes,True,2,Low,Medium,False,True,Negative,4,No,College,1,Moderate,1,Male,67,1,2,0,0,1,-1,False
22,79,High,Medium,No,False,5,100,Medium,Yes,True,4,High,High,False,True,Negative,3,No,College,1,Near,0,Male,72,2,1,1,2,2,-1,False
15,95,Low,Low,Yes,True,6,88,Low,Yes,True,1,Low,Medium,False,True,Negative,5,No,High School,0,Near,0,Male,66,0,0,0,0,1,-1,False
21,91,Medium,High,Yes,True,5,84,Medium,Yes,True,1,High,Low,False,True,Neutral,2,No,High School,0,Near,0,Male,70,1,2,1,2,0,0,False
20,81,High,Medium,Yes,True,6,51,High,No,False,3,Medium,Medium,False,True,Neutral,4,Yes,High School,0,Near,0,Male,67,2,1,2,1,1,0,True
13,87,High,Low,Yes,True,4,72,Medium,Yes,True,2,Medium,High,False,True,Neutral,3,No,High School,0,Moderate,1,Female,67,2,0,1,1,2,0,False
22,94,Low,Medium,Yes,True,7,75,High,Yes,True,2,High,Medium,False,True,Neutral,2,No,College,1,Near,0,Female,71,0,1,2,2,1,0,False
23,60,High,Medium,Yes,True,8,69,Medium,Yes,True,1,Low,Medium,True,False,Positive,4,No,College,1,Near,0,Male,66,2,1,1,0,1,1,False
26,76,Medium,Medium,Yes,True,5,57,Medium,Yes,True,1,Medium,Medium,False,True,Positive,4,No,High School,0,Near,0,Male,68,1,1,1,1,1,1,False
26,96,Medium,Medium,Yes,True,7,68,Medium,Yes,True,3,High,Medium,True,False,Positive,3,No,College,1,Near,0,Female,74,1,1,1,2,1,1,False
12,90,Medium,Low,Yes,True,6,54,Medium,No,False,1,High,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,64,1,0,1,2,1,0,False
14,82,Medium,Medium,No,False,8,65,Medium,Yes,True,1,Low,Medium,True,False,Positive,3,No,College,1,Near,0,Male,65,1,1,1,0,1,1,False
23,81,Low,Medium,Yes,True,4,54,Medium,Yes,True,1,Low,Medium,False,True,Neutral,3,No,College,1,Near,0,Male,66,0,1,1,0,1,0,False
23,74,Medium,High,Yes,True,8,88,Low,Yes,True,0,Medium,High,False,True,Negative,3,Yes,High School,0,Near,0,Male,66,1,2,0,1,2,-1,True
23,81,Medium,Low,No,False,4,84,Medium,Yes,True,2,Medium,Medium,False,True,Positive,5,No,High School,0,Near,0,Male,68,1,0,1,1,1,1,False
43,86,High,Medium,Yes,True,7,97,Medium,Yes,True,2,Medium,High,False,True,Positive,1,No,High School,0,Near,0,Female,78,2,1,1,1,2,1,False
23,77,Medium,High,Yes,True,6,69,Low,Yes,True,1,Medium,Medium,True,False,Positive,2,No,High School,0,Moderate,1,Female,67,1,2,0,1,1,1,False
27,89,Medium,High,Yes,True,6,89,Medium,Yes,True,3,Medium,Medium,True,False,Positive,3,No,High School,0,Near,0,Male,74,1,2,1,1,1,1,False
26,94,Medium,High,No,False,5,79,High,Yes,True,1,Low,High,False,True,Positive,2,No,Postgraduate,2,Near,0,Male,74,1,2,2,0,2,1,False
24,66,Medium,Low,No,False,9,82,Low,Yes,True,1,Medium,Medium,False,True,Neutral,2,Yes,High School,0,Near,0,Female,62,1,0,0,1,1,0,True
18,78,High,Medium,Yes,True,5,77,Medium,No,False,2,Medium,Medium,False,True,Neutral,4,No,High School,0,Far,2,Male,66,2,1,1,1,1,0,False
25,76,Medium,Medium,Yes,True,5,89,High,Yes,True,3,Medium,High,False,True,Neutral,3,No,High School,0,Far,2,Female,69,1,1,2,1,2,0,False
15,87,Medium,High,Yes,True,10,52,Medium,Yes,True,2,Low,High,True,False,Positive,3,No,College,1,Near,0,Male,68,1,2,1,0,2,1,False
19,70,Medium,Low,No,False,7,54,High,Yes,True,0,Medium,Medium,False,True,Positive,2,Yes,High School,0,Moderate,1,Male,89,1,0,2,1,1,1,True
17,86,High,Low,No,False,5,55,Low,No,False,2,High,Medium,True,False,Neutral,4,No,College,1,Near,0,Male,66,2,0,0,2,1,0,False
20,95,Low,Medium,Yes,True,7,64,Low,No,False,2,Medium,High,False,True,Neutral,3,No,High School,0,Near,0,Female,68,0,1,0,1,2,0,False
34,77,Medium,Low,Yes,True,7,80,Low,Yes,True,0,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,69,1,0,0,1,1,1,False
9,96,Medium,Medium,Yes,True,4,82,High,No,False,0,Low,Medium,False,True,Positive,4,No,College,1,Near,0,Male,67,1,1,2,0,1,1,False
24,100,High,High,Yes,True,6,86,Low,Yes,True,2,Medium,Medium,True,False,Positive,5,No,High School,0,Near,0,Male,75,2,2,0,1,1,1,False
10,64,Medium,High,No,False,7,64,High,Yes,True,0,Medium,Medium,False,True,Positive,4,Yes,High School,0,Moderate,1,Female,60,1,2,2,1,1,1,True
17,69,High,Medium,Yes,True,9,83,Medium,Yes,True,2,Medium,High,True,False,Positive,4,Yes,College,1,Moderate,1,Female,66,2,1,1,1,2,1,True
27,98,Low,High,Yes,True,7,56,Low,Yes,True,1,High,Medium,True,False,Positive,3,No,College,1,Near,0,Female,73,0,2,0,2,1,1,False
20,98,Medium,Low,No,False,7,50,Low,Yes,True,1,Medium,High,True,False,Neutral,2,No,High School,0,Near,0,Female,68,1,0,0,1,2,0,False
14,64,Medium,Medium,Yes,True,6,85,Medium,Yes,True,0,Medium,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,62,1,1,1,1,1,0,False
16,61,Medium,Medium,No,False,9,86,Low,Yes,True,2,Low,High,False,True,Positive,2,No,High School,0,Near,0,Male,62,1,1,0,0,2,1,False
24,66,High,Low,Yes,True,8,81,High,Yes,True,1,Medium,Medium,False,True,Neutral,4,No,High School,0,Far,2,Male,65,2,0,2,1,1,0,False
16,100,High,Low,Yes,True,8,63,High,Yes,True,2,Low,Medium,False,True,Negative,3,No,High School,0,Moderate,1,Male,69,2,0,2,0,1,-1,False
21,67,Medium,Medium,No,False,7,96,Low,Yes,True,3,Low,Medium,False,True,Neutral,2,No,High School,0,Far,2,Female,64,1,1,0,0,1,0,False
20,80,Medium,High,No,False,5,94,Medium,Yes,True,0,Low,Low,True,False,Positive,4,Yes,Postgraduate,2,Moderate,1,Female,67,1,2,1,0,0,1,True
16,94,High,High,Yes,True,9,76,Medium,Yes,True,0,Low,High,False,True,Neutral,2,No,High School,0,Near,0,Male,70,2,2,1,0,2,0,False
33,61,Medium,Medium,No,False,7,99,High,Yes,True,2,Medium,High,False,True,Neutral,3,No,College,1,Near,0,Female,70,1,1,2,1,2,0,False
24,84,High,Low,No,False,7,65,Low,Yes,True,3,Medium,High,False,True,Positive,3,No,High School,0,Near,0,Female,69,2,0,0,1,2,1,False
8,71,High,Low,No,False,8,75,Medium,Yes,True,0,Medium,High,False,True,Positive,3,No,High School,0,Near,0,Male,61,2,0,1,1,2,1,False
21,94,Medium,Medium,No,False,7,96,Low,Yes,True,0,Medium,Medium,True,False,Neutral,2,Yes,Postgraduate,2,Moderate,1,Male,69,1,1,0,1,1,0,True
16,71,High,Medium,Yes,True,5,73,Medium,Yes,True,1,Medium,Medium,False,True,Neutral,0,Yes,High School,0,Near,0,Male,63,2,1,1,1,1,0,True
25,87,Medium,Low,Yes,True,7,74,Low,Yes,True,0,Medium,High,False,True,Neutral,4,Yes,High School,0,Near,0,Male,67,1,0,0,1,2,0,True
19,69,Medium,Medium,Yes,True,7,61,High,Yes,True,3,High,High,False,True,Neutral,4,No,High School,0,Moderate,1,Male,66,1,1,2,2,2,0,False
23,61,Low,Medium,No,False,9,58,Medium,Yes,True,4,Medium,Medium,False,True,Neutral,2,No,High School,0,Near,0,Male,63,0,1,1,1,1,0,False
25,76,Medium,High,Yes,True,4,78,Medium,Yes,True,2,Medium,Medium,True,False,Negative,3,No,High School,0,Moderate,1,Female,68,1,2,1,1,1,-1,False
13,72,High,High,No,False,7,66,Medium,Yes,True,0,Low,High,False,True,Neutral,4,No,Postgraduate,2,Near,0,Male,65,2,2,1,0,2,0,False
18,92,Low,Medium,Yes,True,8,54,Medium,Yes,True,1,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,67,0,1,1,1,1,1,False
17,92,Low,Low,Yes,True,8,75,Medium,Yes,True,2,Medium,High,False,True,Neutral,3,No,Postgraduate,2,Near,0,Female,68,0,0,1,1,2,0,False
16,78,Medium,High,No,False,6,83,Medium,Yes,True,0,Low,Low,False,True,Neutral,3,Yes,College,1,Near,0,Male,64,1,2,1,0,0,0,True
31,84,Medium,Medium,No,False,5,87,High,Yes,True,0,Medium,Medium,True,False,Positive,3,No,College,1,Moderate,1,Male,71,1,1,2,1,1,1,False
22,84,Medium,Medium,Yes,True,6,92,Low,Yes,True,0,Medium,Medium,False,True,Neutral,5,No,High School,0,Near,0,Female,69,1,1,0,1,1,0,False
12,93,Medium,Medium,Yes,True,9,74,Low,Yes,True,1,Medium,Medium,False,True,Neutral,3,No,Postgraduate,2,Moderate,1,Male,67,1,1,0,1,1,0,False
26,77,Low,Medium,No,False,4,70,Low,Yes,True,2,High,Low,False,True,Neutral,3,Yes,College,1,Moderate,1,Female,65,0,1,0,2,0,0,True
33,71,Low,Medium,No,False,5,84,Medium,Yes,True,1,Medium,Medium,False,True,Positive,2,No,High School,0,Near,0,Male,68,0,1,1,1,1,1,False
26,71,High,Medium,Yes,True,6,51,Low,No,False,1,High,Medium,True,False,Positive,3,No,Postgraduate,2,Moderate,1,Male,67,2,1,0,2,1,1,False
11,81,Medium,Medium,Yes,True,6,82,High,Yes,True,3,Medium,High,False,True,Neutral,4,No,High School,0,Near,0,Male,67,1,1,2,1,2,0,False
17,78,Medium,High,Yes,True,7,70,Medium,No,False,2,Low,High,False,True,Positive,3,No,High School,0,Near,0,Male,66,1,2,1,0,2,1,False
28,78,High,Medium,No,False,9,73,High,Yes,True,2,Medium,Medium,False,True,Neutral,4,No,College,1,Moderate,1,Female,70,2,1,2,1,1,0,False
16,64,High,Low,Yes,True,5,65,Medium,Yes,True,3,Medium,High,True,False,Positive,4,No,Postgraduate,2,Moderate,1,Female,65,2,0,1,1,2,1,False
23,89,Low,Low,Yes,True,7,56,Low,Yes,True,4,Medium,Low,True,False,Positive,4,No,Postgraduate,2,Near,0,Female,69,0,0,0,1,0,1,False
25,69,Medium,Medium,Yes,True,7,70,Low,No,False,1,High,High,False,True,Positive,4,No,High School,0,Far,2,Female,65,1,1,0,2,2,1,False
14,68,High,Medium,No,False,6,65,Medium,Yes,True,1,High,Medium,False,True,Neutral,3,Yes,College,1,Near,0,Male,63,2,1,1,2,1,0,True
20,77,Medium,Medium,No,False,5,98,Low,Yes,True,2,Low,High,True,False,Neutral,2,No,Postgraduate,2,Far,2,Female,67,1,1,0,0,2,0,False
1,69,High,Medium,Yes,True,6,97,Medium,Yes,True,1,Low,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,61,2,1,1,0,1,1,False
14,83,Medium,Low,Yes,True,6,82,Medium,Yes,True,0,Medium,Medium,False,True,Positive,2,No,High School,0,Near,0,Female,65,1,0,1,1,1,1,False
18,75,Low,High,Yes,True,8,95,Medium,Yes,True,1,Low,Low,False,True,Neutral,2,No,College,1,Near,0,Female,66,0,2,1,0,0,0,False
13,78,Medium,High,Yes,True,8,88,High,Yes,True,0,High,Low,False,True,Neutral,3,No,College,1,Near,0,Male,66,1,2,2,2,0,0,False
30,81,Medium,Low,Yes,True,5,67,Medium,Yes,True,1,High,High,False,True,Negative,1,No,High School,0,Near,0,Male,69,1,0,1,2,2,-1,False
11,68,Medium,Medium,No,False,6,80,Medium,Yes,True,2,Medium,Medium,False,True,Positive,3,No,College,1,Moderate,1,Female,63,1,1,1,1,1,1,False
17,66,Low,High,No,False,6,61,Medium,Yes,True,1,High,Medium,False,True,Positive,6,No,Postgraduate,2,Near,0,Male,65,0,2,1,2,1,1,False
21,95,Low,Low,No,False,10,84,Low,Yes,True,0,High,Medium,False,True,Neutral,4,Yes,High School,0,Near,0,Male,67,0,0,0,2,1,0,True
29,77,High,High,Yes,True,7,52,Medium,Yes,True,2,High,Medium,False,True,Negative,3,Yes,High School,0,Near,0,Female,69,2,2,1,2,1,-1,True
11,76,Low,Medium,Yes,True,5,92,Medium,Yes,True,4,Medium,Low,False,True,Negative,2,No,Postgraduate,2,Near,0,Male,65,0,1,1,1,0,-1,False
27,61,Medium,Medium,No,False,6,79,Medium,Yes,True,1,Low,Medium,False,True,Positive,3,No,High School,0,Moderate,1,Male,65,1,1,1,0,1,1,False
20,80,High,Low,Yes,True,6,53,Medium,Yes,True,0,Low,Medium,False,True,Neutral,2,No,College,1,Moderate,1,Male,65,2,0,1,0,1,0,False
14,82,Medium,High,Yes,True,8,94,Low,Yes,True,2,Low,High,False,True,Negative,5,No,College,1,Far,2,Female,67,1,2,0,0,2,-1,False
21,88,Medium,High,No,False,7,93,Medium,Yes,True,4,Low,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,72,1,2,1,0,1,1,False
16,67,Medium,High,No,False,7,89,High,Yes,True,3,Low,Medium,False,True,Positive,3,No,College,1,Near,0,Male,66,1,2,2,0,1,1,False
20,70,Medium,Medium,Yes,True,7,84,Low,No,False,2,Medium,High,True,False,Neutral,4,No,College,1,Far,2,Male,65,1,1,0,1,2,0,False
18,92,High,Medium,Yes,True,7,70,Medium,Yes,True,1,Low,Medium,False,True,Neutral,3,No,High School,0,Moderate,1,Male,69,2,1,1,0,1,0,False
21,98,Medium,Low,No,False,4,57,Medium,Yes,True,2,High,Low,False,True,Neutral,2,No,High School,0,Near,0,Female,68,1,0,1,2,0,0,False
24,65,Medium,Low,No,False,7,64,Low,Yes,True,1,High,Medium,False,True,Neutral,1,No,Postgraduate,2,Near,0,Male,64,1,0,0,2,1,0,False
30,80,Low,High,No,False,6,67,Medium,Yes,True,3,Medium,Medium,False,True,Negative,4,No,College,1,Moderate,1,Female,69,0,2,1,1,1,-1,False
13,69,Medium,Low,Yes,True,5,68,Low,Yes,True,0,High,Medium,False,True,Positive,1,Yes,High School,0,Moderate,1,Female,59,1,0,0,2,1,1,True
33,62,High,Medium,Yes,True,10,78,Medium,Yes,True,0,Medium,Medium,True,False,Positive,3,No,High School,0,Moderate,1,Female,68,2,1,1,1,1,1,False
8,73,Medium,Medium,No,False,7,60,Medium,No,False,0,High,Medium,True,False,Neutral,3,No,High School,0,Near,0,Female,60,1,1,1,2,1,0,False
19,66,Medium,High,No,False,7,59,Medium,Yes,True,1,High,Medium,False,True,Negative,3,No,High School,0,Far,2,Male,62,1,2,1,2,1,-1,False
24,88,Low,Medium,Yes,True,6,86,Low,Yes,True,0,Low,Low,False,True,Negative,3,No,College,1,Near,0,Male,67,0,1,0,0,0,-1,False
22,81,Low,High,Yes,True,8,50,High,Yes,True,4,Medium,Medium,True,False,Positive,5,No,High School,0,Far,2,Female,68,0,2,2,1,1,1,False
16,66,Medium,High,Yes,True,5,57,High,Yes,True,3,Medium,Medium,False,True,Positive,3,No,High School,0,Moderate,1,Female,64,1,2,2,1,1,1,False
19,60,Medium,High,Yes,True,7,72,High,Yes,True,3,Low,High,False,True,Positive,3,No,High School,0,Moderate,1,Female,65,1,2,2,0,2,1,False
17,92,Low,Low,Yes,True,6,57,Medium,Yes,True,2,Medium,Medium,True,False,Positive,2,Yes,High School,0,Moderate,1,Female,65,0,0,1,1,1,1,True
16,67,High,Medium,No,False,8,98,Medium,Yes,True,0,Low,Low,False,True,Neutral,3,No,High School,0,Near,0,Female,63,2,1,1,0,0,0,False
25,84,Medium,Low,Yes,True,6,84,Low,Yes,True,2,Medium,High,False,True,Positive,3,No,High School,0,Near,0,Male,70,1,0,0,1,2,1,False
22,73,Low,Medium,Yes,True,9,72,Low,Yes,True,3,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,66,0,1,0,1,1,1,False
16,83,Medium,High,Yes,True,7,56,Low,Yes,True,4,High,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,68,1,2,0,2,1,1,False
25,73,Low,Low,No,False,8,69,Medium,Yes,True,3,Medium,Medium,True,False,Positive,3,No,High School,0,Near,0,Female,66,0,0,1,1,1,1,False
22,63,Low,Low,No,False,8,83,Medium,Yes,True,3,Medium,Medium,True,False,Negative,1,No,College,1,Near,0,Male,63,0,0,1,1,1,-1,False
25,69,High,Medium,Yes,True,9,98,Medium,Yes,True,1,Low,Medium,False,True,Negative,3,Yes,College,1,Moderate,1,Female,66,2,1,1,0,1,-1,True
24,68,Medium,Medium,Yes,True,6,74,Medium,Yes,True,1,Medium,Medium,False,True,Neutral,3,No,High School,0,Near,0,Female,65,1,1,1,1,1,0,False
15,77,Medium,Medium,Yes,True,8,85,High,Yes,True,1,Low,Medium,False,True,Positive,2,No,Postgraduate,2,Moderate,1,Male,66,1,1,2,0,1,1,False
17,86,High,Low,Yes,True,4,60,High,Yes,True,2,High,Low,True,False,Positive,3,Yes,College,1,Moderate,1,Female,67,2,0,2,2,0,1,True
24,71,Medium,Medium,Yes,True,7,81,Medium,Yes,True,0,Low,Medium,True,False,Positive,3,No,High School,0,Near,0,Male,66,1,1,1,0,1,1,False
24,60,Low,Medium,No,False,6,62,High,Yes,True,4,Low,High,False,True,Negative,3,No,High School,0,Near,0,Female,63,0,1,2,0,2,-1,False
20,81,Medium,Medium,Yes,True,5,60,Low,Yes,True,3,Medium,Medium,False,True,Positive,4,Yes,High School,0,Near,0,Male,66,1,1,0,1,1,1,True
21,84,Medium,Medium,No,False,6,75,Low,No,False,1,High,Medium,False,True,Positive,3,No,College,1,Moderate,1,Male,67,1,1,0,2,1,1,False
28,99,Medium,Medium,Yes,True,6,61,Medium,No,False,1,Low,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,71,1,1,1,0,1,1,False
16,84,Medium,High,Yes,True,7,86,Medium,Yes,True,1,Low,Medium,True,False,Neutral,2,No,High School,0,Near,0,Female,67,1,2,1,0,1,0,False
23,79,Medium,High,Yes,True,6,97,Medium,Yes,True,1,High,Low,False,True,Neutral,4,No,High School,0,Moderate,1,Male,69,1,2,1,2,0,0,False
19,83,Medium,Medium,Yes,True,7,70,Medium,Yes,True,2,Low,Medium,False,True,Negative,4,Yes,Postgraduate,2,Near,0,Female,67,1,1,1,0,1,-1,True
19,97,High,Medium,Yes,True,6,66,High,Yes,True,2,Medium,Medium,True,False,Positive,2,No,College,1,Moderate,1,Female,72,2,1,2,1,1,1,False
27,93,High,Low,No,False,6,59,High,Yes,True,2,Low,Medium,True,False,Negative,4,No,High School,0,Near,0,Female,70,2,0,2,0,1,-1,False
25,73,Medium,High,Yes,True,7,70,Low,Yes,True,0,Low,Medium,True,False,Neutral,4,No,Postgraduate,2,Moderate,1,Male,67,1,2,0,0,1,0,False
25,69,Low,High,Yes,True,7,78,Medium,Yes,True,0,Low,High,False,True,Negative,3,No,High School,0,Far,2,Female,64,0,2,1,0,2,-1,False
28,71,Medium,Medium,No,False,8,69,High,Yes,True,1,Medium,High,True,False,Neutral,1,No,College,1,Moderate,1,Female,67,1,1,2,1,2,0,False
20,80,Low,High,No,False,8,81,Medium,Yes,True,3,Medium,Medium,True,False,Negative,4,No,Postgraduate,2,Near,0,Male,69,0,2,1,1,1,-1,False
18,80,Medium,Medium,No,False,8,55,Low,Yes,True,2,Low,Low,False,True,Neutral,3,No,High School,0,Moderate,1,Male,63,1,1,0,0,0,0,False
22,63,Medium,High,Yes,True,7,85,Medium,Yes,True,4,High,High,False,True,Negative,3,No,College,1,Near,0,Female,68,1,2,1,2,2,-1,False
19,89,High,Medium,Yes,True,7,95,Medium,Yes,True,0,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,70,2,1,1,1,1,1,False
21,92,Medium,Low,Yes,True,8,51,Low,Yes,True,0,Medium,Medium,False,True,Neutral,2,No,College,1,Moderate,1,Male,66,1,0,0,1,1,0,False
24,72,High,High,No,False,6,78,High,Yes,True,0,Low,High,False,True,Negative,6,No,High School,0,Near,0,Female,68,2,2,2,0,2,-1,False
15,87,High,Low,Yes,True,4,80,High,Yes,True,0,Low,Medium,True,False,Positive,3,No,College,1,Near,0,Male,67,2,0,2,0,1,1,False
33,77,Low,High,Yes,True,5,85,Medium,Yes,True,0,Low,Medium,True,False,Neutral,5,No,High School,0,Far,2,Female,69,0,2,1,0,1,0,False
14,96,Medium,Low,Yes,True,9,69,High,Yes,True,0,Medium,Medium,True,False,Negative,3,Yes,College,1,Near,0,Female,66,1,0,2,1,1,-1,True
13,94,Medium,Medium,Yes,True,7,91,Low,Yes,True,3,Low,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,68,1,1,0,0,1,0,False
27,81,Medium,Medium,Yes,True,7,77,Medium,Yes,True,2,Medium,Low,False,True,Neutral,2,Yes,Postgraduate,2,Moderate,1,Female,69,1,1,1,1,0,0,True
25,88,Medium,Medium,Yes,True,7,70,Low,Yes,True,1,Medium,Medium,True,False,Positive,3,No,Postgraduate,2,Moderate,1,Male,70,1,1,0,1,1,1,False
24,95,Medium,High,Yes,True,8,86,High,Yes,True,1,Medium,High,True,False,Neutral,3,No,College,1,Near,0,Male,74,1,2,2,1,2,0,False
24,80,Medium,High,Yes,True,7,96,High,Yes,True,0,Low,High,False,True,Positive,0,No,College,1,Moderate,1,Female,70,1,2,2,0,2,1,False
20,73,Medium,Medium,Yes,True,7,91,Low,Yes,True,1,Medium,High,False,True,Neutral,2,No,Postgraduate,2,Moderate,1,Male,66,1,1,0,1,2,0,False
15,90,High,Medium,Yes,True,8,97,Medium,Yes,True,1,Low,High,True,False,Negative,3,No,College,1,Near,0,Female,69,2,1,1,0,2,-1,False
20,69,Medium,High,No,False,6,63,Low,Yes,True,0,Low,Medium,False,True,Negative,3,No,Postgraduate,2,Near,0,Male,64,1,2,0,0,1,-1,False
16,76,Low,High,Yes,True,8,56,Medium,No,False,1,Low,Medium,False,True,Positive,1,No,High School,0,Near,0,Male,62,0,2,1,0,1,1,False
26,95,Low,High,No,False,7,77,Medium,Yes,True,0,Medium,Medium,False,True,Neutral,3,No,High School,0,Moderate,1,Female,70,0,2,1,1,1,0,False
19,89,High,Medium,Yes,True,7,52,Medium,Yes,True,2,Medium,Medium,False,True,Negative,4,No,High School,0,Moderate,1,Male,68,2,1,1,1,1,-1,False
15,76,Medium,Medium,Yes,True,6,84,Low,Yes,True,0,Medium,High,False,True,Neutral,3,No,College,1,Near,0,Female,65,1,1,0,1,2,0,False
18,69,High,High,No,False,7,62,Low,Yes,True,3,Medium,Medium,False,True,Positive,3,No,High School,0,Moderate,1,Male,65,2,2,0,1,1,1,False
22,74,High,High,Yes,True,6,73,Low,Yes,True,3,High,High,False,True,Positive,4,No,Postgraduate,2,Moderate,1,Female,71,2,2,0,2,2,1,False
